"red" "green" "blue" "tot_color" "size"
"149" 369400.670588238 280111.482352944 205154.309803924 854666.462745105 14378
"150" 369245.588235296 280187.078431375 205256.270588238 854688.937254909 15261
"151" 368372.400000002 280260.458823532 204168.92156863 852801.780392164 13513
"152" 370273.705882356 280426.682352944 205744.133333336 856444.521568635 14335
"153" 369848.403921571 280357.564705885 205415.725490199 855621.694117655 13136
"154" 370201.301960787 280284.482352944 205241.180392159 855726.96470589 13621
"155" 368863.423529414 280226.384313728 204591.639215689 853681.447058831 14329
"156" 370271.415686277 280322.968627454 205718.862745101 856313.247058831 14068
"157" 369518.180392159 280279.129411767 205142.270588238 854939.580392164 13513
"158" 369906.270588238 280214.83529412 205488.741176473 855609.847058831 12733
"159" 368959.415686277 280142.901960787 204745.439215689 853847.756862752 12775
"160" 370126.839215689 280203.066666669 205506.941176473 855836.847058831 12716
"161" 369634.541176473 280081.552941179 205562.200000003 855278.294117654 12697
"162" 369815.129411767 279995.258823532 205597.486274512 855407.874509811 13621
"163" 368744.956862747 279873.215686277 204554.952941179 853173.125490203 13973
"164" 369441.533333335 279909.588235297 205303.933333336 854655.054901968 16146
"165" 369775.164705884 280158.560784316 205295.039215689 855228.76470589 14378
"166" 369416.400000002 280118.847058826 205249.803921571 854785.050980399 13071
"167" 369367.317647061 280211.741176473 205513.52156863 855092.580392164 13205
"168" 369064.890196081 279983.627450983 204604.243137257 853652.760784321 13480
"169" 369512.070588237 280115.286274513 205552.576470591 855179.933333341 13136
"170" 369350.843137257 280033.239215689 205433.133333336 854817.215686282 14351
"171" 369507.301960786 279974.125490199 205549.937254905 855031.36470589 14378
"172" 368093.364705884 279791.062745101 204029.501960787 851913.929411772 14353
"173" 369576.364705885 279990.564705885 205413.039215689 854979.968627458 14780
"174" 369253.54901961 279857.356862748 205227.509803924 854338.415686282 13071
"175" 369724.666666669 279858.968627454 205839.392156865 855423.027450988 13943
"176" 369181.188235296 280069.956862748 204929.647058826 854180.79215687 13871
"177" 370177.63529412 280130.337254905 205941.180392159 856249.152941184 13467
"178" 369724.062745101 280172.329411767 205544.658823532 855441.0509804 13155
"179" 369963.298039218 280405.619607846 205755.290196081 856124.207843145 12735
"180" 369497.160784316 280373.705882356 205318.83529412 855189.701960792 13513
"181" 370176.741176473 280572.576470591 205626.478431375 856375.796078439 12716
"182" 370175.60784314 280440.109803924 205547.788235297 856163.50588236 12302
"183" 370330.600000002 280538.670588238 205922.964705885 856792.235294125 11929
"184" 369888.027450983 280406.901960787 204822.223529414 855117.152941184 12680
"185" 370570.92156863 280650.313725493 205890.243137257 857111.47843138 12763
"186" 370410.717647061 280554.658823532 206051.654901963 857017.031372557 12676
"187" 370579.43529412 280610.976470591 206042.368627453 857232.780392164 14868
"188" 369863.678431375 280507.043137258 205149.717647061 855520.439215694 13457
"189" 370867.384313728 280613.639215689 206415.580392159 857896.603921576 14868
"190" 370250.815686277 280486.705882356 205657.941176473 856395.462745105 13984
"191" 370364.34901961 280651.43529412 205877.925490199 856893.709803929 12656
"192" 369672.698039218 280571.14901961 205202.701960787 855446.549019615 13030
"193" 370616.709803924 280681.647058826 206051.219607846 857349.576470596 13064
"194" 370341.686274512 280370.60784314 205756.545098042 856468.839215694 15347
"195" 370253.764705885 280516.066666669 205771.239215689 856541.070588243 15330
"196" 369164.537254904 280628.83529412 203988.188235297 853781.560784321 15656
"197" 370219.964705885 280779.286274512 205634.058823532 856633.309803929 15271
"198" 370114.200000002 280559.996078434 205774.388235297 856448.584313733 13467
"199" 370021.615686277 280652.803921571 205632.066666669 856306.486274517 14357
"200" 369833.188235296 280474.172549022 205336.623529414 855643.984313733 11972
"201" 370699.866666669 280584.60784314 206331.105882356 857615.580392165 12396
"202" 370363.196078434 280366.32156863 205761.803921571 856491.321568635 13616
"203" 370384.219607845 280518.788235297 206064.513725493 856967.521568635 15128
"204" 369511.525490198 280530.388235297 205197.725490199 855239.639215694 16639
"205" 370315.082352943 280641.109803924 205492.501960787 856448.694117654 12716
"206" 370156.094117649 280507.356862748 205540.890196081 856204.341176478 15232
"207" 370029.450980394 280597.082352944 205760.313725493 856386.847058831 16150
"208" 369323.094117649 280520.372549022 204409.796078434 854253.262745105 17047
"209" 370115.274509806 280776.32156863 205747.392156865 856638.988235301 14378
"210" 370093.168627453 280494.941176473 205693.811764708 856281.921568635 14333
"211" 370064.196078434 280588.792156865 205439.133333336 856092.121568635 13566
"212" 369598.654901963 280609.600000003 204950.164705885 855158.41960785 14068
"213" 370828.772549022 280776.898039218 206265.470588238 857871.141176478 13199
"214" 370599.831372551 280608.972549022 205918.941176473 857127.745098046 13482
"215" 370499.203921571 280746.09411765 206089.184313728 857334.482352949 13861
"216" 370061.074509806 280612.945098042 205562.639215689 856236.658823537 14357
"217" 370356.674509806 280658.882352944 206084.40784314 857099.96470589 15098
"218" 369857.211764708 280351.69411765 205582.792156865 855791.698039223 14416
"219" 369452.960784316 280317.333333336 205504.019607846 855274.313725497 13063
"220" 368548.811764708 279908.60784314 204475.796078434 852933.215686282 18835
"221" 369715.898039218 280121.933333336 205654.552941179 855492.384313733 14383
"222" 369441.733333336 279854.250980395 205508.505882355 854804.490196086 13616
"223" 369482.372549022 279942.458823532 205795.000000003 855219.831372556 14760
"224" 368596.752941179 279935.050980395 204441.372549022 852973.176470596 14333
"225" 369209.933333336 280086.976470591 205135.29411765 854432.203921576 13595
"226" 368801.803921571 279851.325490199 204732.572549022 853385.701960792 13954
"227" 369254.498039218 279916.643137257 205420.592156865 854591.733333341 14333
"228" 368578.270588238 279824.20784314 204707.14901961 853109.627450988 13621
"229" 369425.254901963 279981.52156863 205385.705882355 854792.482352949 13973
"230" 369442.976470591 279977.505882356 205375.070588238 854795.552941184 15210
"231" 369002.43529412 279944.552941179 205166.529411767 854113.517647066 15245
"232" 368514.443137257 279909.756862748 204220.133333336 852644.333333341 13921
"233" 369564.070588238 280094.870588238 205430.713725493 855089.654901968 15137
"234" 369989.20784314 279978.858823532 205704.686274512 855672.752941184 15657
"235" 369435.133333336 280092.278431375 205472.298039218 854999.709803929 15245
"236" 369245.392156865 280084.572549022 205144.600000003 854474.56470589 15232
"237" 369730.329411767 280279.866666669 205718.803921571 855729.000000007 13861
"238" 369514.725490199 280062.541176473 205453.615686277 855030.882352949 14774
"239" 369738.184313728 280300.145098042 205523.596078434 855561.925490203 13980
"240" 369064.63529412 280297.600000002 204657.525490199 854019.760784321 13973
"241" 369485.117647061 280319.670588238 204878.741176473 854683.529411772 14334
"242" 369659.568627453 280131.027450983 205210.203921571 855000.800000007 13508
"243" 369692.125490198 280265.74901961 205451.184313728 855409.058823537 13861
"244" 368666.082352943 280149.682352944 204475.976470591 853291.741176478 13589
"245" 369920.270588238 280238.054901963 205603.454901963 855761.780392164 13620
"246" 369906.03529412 280169.772549022 205479.23529412 855555.043137262 13508
"247" 369563.623529414 280260.231372552 205154.678431375 854978.533333341 13565
"248" 369279.031372551 280331.698039218 204736.874509806 854347.603921576 13574
"249" 369879.298039218 280570.403921571 205508.788235297 855958.490196086 13467
"250" 369555.725490198 280362.890196081 205140.29411765 855058.909803929 13467
"251" 370189.243137257 280547.890196081 205556.180392159 856293.313725497 14416
"252" 369572.690196081 280571.286274512 204933.090196081 855077.066666674 14357
"253" 369271.341176473 280417.670588238 204479.584313728 854168.596078439 14337
"254" 370112.737254904 280030.878431375 205381.60784314 855525.223529419 13940
"255" 370131.854901963 280146.376470591 205861.83529412 856140.066666674 13212
"256" 370612.184313728 280220.450980395 206136.501960787 856969.137254909 22313
"257" 369904.97647059 280268.819607846 205518.090196081 855691.886274517 12775
"258" 370572.654901963 280379.905882356 206103.674509807 857056.235294125 13616
"259" 370598.866666669 280495.631372552 206138.117647061 857232.615686282 13589
"260" 371053.360784316 280608.215686277 206247.592156865 857909.168627459 13215
"261" 370342.172549022 280670.784313728 205435.678431375 856448.635294125 13196
"262" 370553.952941179 280515.623529414 205435.956862748 856505.533333341 15341
"263" 370659.713725492 280634.913725493 205983.058823532 857277.686274517 13477
"264" 370920.913725492 280662.372549022 206162.623529414 857745.909803929 14411
"265" 370039.741176473 280667.098039218 205269.768627454 855976.607843145 13585
"266" 370542.811764708 280425.360784316 206029.858823532 856998.031372557 15697
"267" 370395.60784314 280531.992156865 206126.603921571 857054.203921576 64595
"268" 370549.843137257 280509.278431375 206104.964705885 857164.086274517 15098
"269" 370039.94901961 280353.478431375 205980.32156863 856373.749019615 14377
"270" 369932.80784314 280139.92156863 205933.756862748 856006.486274517 13597
"271" 369929.505882355 280255.058823532 205704.843137257 855889.407843145 13616
"272" 370615.203921571 280320.788235297 206138.517647061 857074.509803929 12719
"273" 369994.960784316 280178.49411765 205675.298039218 855848.752941184 13566
"274" 370220.137254904 280131.050980395 205653.427450983 856004.615686282 13616
"275" 370459.568627453 280278.074509807 206223.019607846 856960.662745106 13595
"276" 370195.019607845 280327.325490199 205973.847058826 856496.19215687 14378
"277" 369500.929411767 280215.529411767 205045.592156865 854762.0509804 13970
"278" 370198.752941179 280224.976470591 205742.756862748 856166.486274517 14378
"279" 370305.211764708 280274.52156863 206080.192156865 856659.925490203 16160
"280" 370655.219607845 280113.447058826 205946.360784316 856715.027450988 15262
"281" 370099.619607845 280054.486274512 205738.368627454 855892.474509811 15262
"282" 370096.494117649 280062.09411765 205945.266666669 856103.854901968 13513
"283" 370001.925490198 279953.498039218 205869.627450983 855825.0509804 14359
"284" 370049.584313728 280084.839215689 205809.239215689 855943.662745106 15698
"285" 369558.231372551 280045.043137258 205439.250980395 855042.525490203 14490
"286" 369458.278431375 280052.133333336 205255.592156865 854766.003921576 15245
"287" 370146.819607845 280230.854901963 205911.411764708 856289.086274517 15137
"288" 370686.678431375 280547.376470591 206327.101960787 857561.156862753 13071
"289" 370242.768627453 280431.647058826 205990.682352944 856665.098039223 13467
"290" 370467.486274512 280479.725490199 206319.09411765 857266.30588236 15260
"291" 370296.360784316 280553.000000003 206200.874509806 857050.235294125 15339
"292" 370956.937254904 280522.580392159 206590.266666669 858069.784313733 15260
"293" 370349.498039218 280597.458823532 206066.125490199 857013.082352948 15209
"294" 370374.200000002 280491.796078434 205908.729411767 856774.725490203 14377
"295" 370420.266666669 280383.168627454 205911.466666669 856714.901960792 15263
"296" 370791.850980394 280572.988235297 206291.674509807 857656.513725498 14416
"297" 370292.031372551 280460.639215689 206008.666666669 856761.337254909 15260
"298" 369725.439215689 280351.137254905 205025.568627454 855102.145098047 14868
"299" 369936.568627453 280431.752941179 205864.498039218 856232.819607851 13993
"300" 369936.568627453 280431.752941179 205864.498039218 856232.819607851 13993
