"red" "green" "blue" "tot_color" "size"
"116" 1065397.34901961 1170920.36470589 935091.725490198 3171409.43921569 75779
"117" 1065180.81568627 1169996.89411765 934768.039215688 3169945.74901961 81603
"118" 1069622.02745098 1170366.42745098 940177.407843139 3180165.8627451 79799
"119" 1068213.35686275 1169280.8509804 938700.015686276 3176194.22352942 74943
"120" 1070597.54509804 1169661.70588236 941363.647058825 3181622.89803922 64854
"121" 1067600.58039216 1164623.24705883 937922.439215688 3170146.26666667 69751
"122" 1064818.39215686 1159173.24313726 933601.721568629 3157593.35686275 63836
"123" 1063699.52941176 1154371.58431373 930303.454901962 3148374.56862746 82991
"124" 1059141.40392157 1146635.96862745 923522.968627452 3129300.34117647 74008
"125" 1054757.62352941 1138831.70196079 916685.313725491 3110274.63921569 69586
"126" 1049511.38431373 1132883.16078432 909063.360784315 3091457.90588236 54473
"127" 1052068.43137255 1132168.59607843 909796.039215687 3094033.06666667 52636
"128" 1053924.01176471 1131605.41960785 907690.062745099 3093219.49411765 52898
"129" 1057361.89411765 1133174.05098039 909050.898039217 3099586.84313726 54421
"130" 1066859.00392157 1139443.74901961 917985.333333334 3124288.08627451 52755
"131" 1075289.14509804 1146258.7882353 924751.349019609 3146299.28235294 52789
"132" 1079002.02352941 1149344.08235294 926760.501960785 3155106.60784314 60935
"133" 1084781.49019608 1152914.61176471 931587.752941177 3169283.85490196 50430
"134" 1087918.54901961 1155383.5372549 934275.678431373 3177577.76470588 52889
"135" 1088593.56078431 1157258.38039216 934662.443137256 3180514.38431373 108893
"136" 1091862.7372549 1160132.00392157 938547.533333334 3190542.27450981 48071
"137" 1097680.85098039 1165007.8 944794.149019609 3207482.8 60007
"138" 1099543.44705882 1167818.88627451 947502.023529413 3214864.35686275 50819
"139" 1104727.4745098 1170972.46666667 954121.164705883 3229821.10588236 52185
"140" 1107496.84705882 1173693.77647059 958044.619607844 3239235.24313726 48077
"141" 1111901.94901961 1177858.69411765 963854.180392158 3253614.82352941 48076
"142" 1120415.4117647 1183311.29803922 973113.054901962 3276839.76470589 47231
"143" 1126875.58039216 1188734.43529412 979521.34509804 3295131.36078432 59590
"144" 1130395.34509804 1192005.03921569 982455.180392158 3304855.56470589 64476
"145" 1138745.1254902 1195878.90196079 991292.25882353 3325916.28627451 51146
"146" 1138855.17647059 1196751.46666667 990572.11764706 3326178.76078432 62571
"147" 1141803.70196078 1197304.21176471 994335.662745099 3333443.57647059 53612
"148" 1143408.4627451 1199017.46666667 996735.564705884 3339161.49411765 47958
"149" 1148253.51372549 1202726.88627451 1003081.98431373 3354062.38431373 48077
"150" 1148796.3372549 1204950.20784314 1003353.82352941 3357100.36862746 59900
"151" 1155808.76470588 1210106.25490196 1010666.23137255 3376581.2509804 46388
"152" 1157885.34117647 1212307.7882353 1012292.5882353 3382485.71764706 51454
"153" 1159952.88235294 1214442.13725491 1013654.46666667 3388049.48627451 48001
"154" 1166114.6745098 1216925.32941177 1020272.59215686 3403312.59607844 49463
"155" 1164614.96078431 1216838.01960785 1017579.11764706 3399032.09803922 48077
"156" 1166276.40784314 1215847.89411765 1018827.2745098 3400951.57647059 50359
"157" 1165363 1214795.87450981 1016116.09411765 3396274.96862745 59750
"158" 1167734.98039216 1215520.49803922 1017879.50588235 3401134.98431373 65632
"159" 1164843.67843137 1214039.54117647 1013483.21568628 3392366.43529412 51172
"160" 1168399.74117647 1214340.21568628 1016487.59607843 3399227.55294118 49624
"161" 1166427.11372549 1213412.02745098 1013049.96078431 3392889.10196079 58308
"162" 1166656.29019608 1213269.23137255 1013142.4745098 3393067.99607843 57117
"163" 1170842.71372549 1214562.85490196 1018511.6745098 3403917.24313726 60020
"164" 1169319.35294118 1214588.29411765 1016272.49411765 3400180.14117647 52106
"165" 1172265.76470588 1216150.37254902 1019671.74509804 3408087.88235294 59220
"166" 1170868.55686274 1217003.37254902 1017415.03529412 3405286.96470588 72037
"167" 1174349.11764706 1219813.76470588 1020537.88235294 3414700.76470588 53649
"168" 1171651.69019608 1218438.16078432 1017083.22745098 3407173.07843138 70902
"169" 1172278.03921569 1216238.63921569 1018036.76078431 3406553.43921569 51167
"170" 1166830.97254902 1211827.33333334 1011598.28627451 3390256.59215687 66025
"171" 1167885.46666667 1210489.02745098 1012182.8 3390557.29411765 72664
"172" 1165233.83921569 1209103.78431373 1007889.10980392 3382226.73333334 54474
"173" 1167002.27058824 1209085.91764706 1008717.07843137 3384805.26666667 49533
"174" 1162448.91372549 1206808.81176471 1002499.38039216 3371757.10588236 65518
"175" 1160840.78823529 1202110.59215687 998427.20392157 3361378.58431373 58884
"176" 1149700.42745098 1193201.31372549 982956.807843138 3325858.54901961 51220
"177" 1138758.67058824 1183684.00392157 967900.305882354 3290342.98039216 66675
"178" 1135628.3372549 1178052.91372549 962053.266666668 3275734.51764706 66826
"179" 1128854.03921569 1173731.78431373 952386.968627452 3254972.79215687 70064
"180" 1127744.43529412 1171668.29411765 949638.11764706 3249050.84705883 71269
"181" 1123181.41568628 1169282.65098039 942951.69019608 3235415.75686275 66015
"182" 1124516.50196079 1170527.46666667 943345.172549021 3238389.14117648 67771
"183" 1124774.77254902 1172485.47843137 943077.470588237 3240337.72156863 67772
"184" 1133872.2627451 1178799.4745098 953263.635294119 3265935.37254902 65826
"185" 1139161.82745098 1184781.55686275 958556.070588237 3282499.45490196 55976
"186" 1150174.29019608 1193195.36078431 970955.913725491 3314325.56470589 53617
"187" 1157357.44705882 1199804.21568628 977806.607843138 3334968.27058824 56857
"188" 1161401 1203966.39607843 982357.054901962 3347724.4509804 53649
"189" 1166246.29019608 1206979.7882353 988218.098039216 3361444.17647059 54386
"190" 1166188.80392157 1207142.45490196 987894.274509805 3361225.53333334 52816
"191" 1166817.92156863 1206731.9254902 988437.474509805 3361987.32156863 53949
"192" 1163349.34117647 1205023.75686275 984354.364705883 3352727.4627451 51198
"193" 1166471.36862745 1204568.6 988438.713725491 3359478.68235294 47951
"194" 1162868.05098039 1202168.5882353 984214.980392158 3349251.61960785 48724
"195" 1163863.38039216 1202519.68627451 985060.627450981 3351443.69411765 47174
"196" 1164326.8745098 1201568.49411765 985572.905882354 3351468.27450981 51145
"197" 1164565.15686275 1202610.13333333 985874.752941178 3353050.04313726 55543
"198" 1169166.33333333 1206553.47843137 990505.282352942 3366225.09411765 54345
"199" 1176012.6745098 1210800.45882353 998210.23137255 3385023.36470589 51842
"200" 1179356.59607843 1214826.29803922 1001606.79607843 3395789.69019608 53671
"201" 1185454.96470588 1219318.05098039 1008798.83137255 3413571.84705883 70865
"202" 1188573.78823529 1222571.21568628 1012375.87843137 3423520.88235294 78304
"203" 1192411.29803922 1225937.39215687 1016544.33333333 3434893.02352942 72358
"204" 1190995.67058824 1226975.74117647 1014402.78431373 3432374.19607843 62795
"205" 1199073.04705882 1230170.35686275 1024480.09019608 3453723.49411765 51106
"206" 1198714.25882353 1231161.34509804 1024417.2 3454292.80392157 49604
"207" 1201569.03529412 1233749.48627451 1028159.59607843 3463478.11764706 60178
"208" 1202676.01568627 1235900.02352941 1029036.85882353 3467612.89803922 52755
"209" 1208405.50588235 1238345.61960785 1036019.48627451 3482770.61176471 52784
"210" 1209404.42745098 1240406.19215687 1036672.35686275 3486482.97647059 52323
"211" 1213370.2627451 1240731.36078432 1041886.22745098 3495987.85098039 47239
"212" 1212358.35294118 1242495.77647059 1040969.37254902 3495823.50196079 44832
"213" 1213527.58431373 1242947.94509804 1042953.59607843 3499429.1254902 48786
"214" 1212837.87058824 1243316.32941177 1042075.06666667 3498229.26666667 44832
"215" 1215557.24313725 1244806.37254902 1045794.42745098 3506158.04313726 46359
"216" 1214108.24705882 1244881.99607843 1043986.67058824 3502976.91372549 41311
"217" 1217695.17254902 1246661.20784314 1048320.31372549 3512676.69411765 44981
"218" 1215975.96078431 1246198.27058824 1045799.10980392 3507973.34117647 49603
"219" 1218454.44313725 1246668.76470588 1048682.69019608 3513805.89803922 51135
"220" 1217845.44705882 1246293.16078432 1047469.67843137 3511608.28627451 51135
"221" 1218804.13333333 1246822.91372549 1048335.02352941 3513962.07058824 52921
"222" 1215397.25882353 1246184.74901961 1043800.22745098 3505382.23529412 52813
"223" 1217663.29411765 1246546.12156863 1046056.48627451 3510265.90196079 49324
"224" 1214861.57647059 1244961.62352941 1041845.14117647 3501668.34117647 58526
"225" 1214043.74117647 1244102.94117647 1040196.11372549 3498342.79607843 51145
"226" 1211858.29019608 1244964.9882353 1035662.36470588 3492485.64313726 50377
"227" 1212642.34509804 1244310.56078432 1036155.90980392 3493108.81568628 56356
"228" 1207845.22745098 1240552.86666667 1029577.29803922 3477975.39215686 73341
"229" 1208518.61568627 1239573.89019608 1029487.47058824 3477579.97647059 54453
"230" 1198522.12156863 1232544.22352941 1019007.03137255 3450073.37647059 56156
"231" 1196043.84705882 1229913.16862745 1017782.93333333 3443739.94901961 51220
"232" 1193537.68627451 1230354.79215686 1014466.08235294 3438358.56078432 51221
"233" 1196007.09411765 1233075.94117647 1016658.29803922 3445741.33333334 48042
"234" 1195291.86666667 1233196.61176471 1013731.89803922 3442220.37647059 50344
"235" 1199184.77647059 1236708.68627451 1017023.68235294 3452917.14509804 64772
"236" 1204517.22745098 1243366.44705883 1022702.16078431 3470585.83529412 51918
"237" 1202928.2 1245631.95686275 1021750.11764706 3470310.27450981 49622
"238" 1207701.72156863 1250825.67058824 1030529.03137255 3489056.42352941 48769
"239" 1205007.34901961 1251516.05098039 1028605.15294118 3485128.55294118 45702
"240" 1201705.20784314 1249579.81960785 1026789.38039216 3478074.40784314 44870
"241" 1194995.19607843 1245697.05490196 1020354.5254902 3461046.77647059 54865
"242" 1192951.69019608 1244456.18039216 1018381.99607843 3455789.86666667 61657
"243" 1189915.76862745 1243149.55294118 1015207.53333333 3448272.85490196 44969
"244" 1196955.10588235 1247877.54901961 1023819.76470588 3468652.41960785 53084
"245" 1201373.76078431 1253461.11764706 1028134.47058824 3482969.34901961 63978
"246" 1212785.32941176 1262629.5372549 1042551.54509804 3517966.41176471 43502
"247" 1219826.23529412 1271520.78039216 1053867.11372549 3545214.12941177 45814
"248" 1229739.52941176 1279879.87058824 1069370.39607843 3578989.79607844 59215
"249" 1227702.14117647 1280924.2 1070075.07058824 3578701.41176471 44918
"250" 1223986.14901961 1276652.14117647 1067674.21960784 3568312.50980392 47339
"251" 1218712.24313725 1271087.63921569 1063652.58039216 3553452.4627451 77316
"252" 1215160.94509804 1268224.98039216 1061171.87843137 3544557.80392157 47681
"253" 1203177.58823529 1258742.59215687 1049337.86666667 3511258.04705883 44837
"254" 1193009.27058823 1249189.71372549 1040906.71372549 3483105.69803922 45669
"255" 1176613.21568627 1236664.55686275 1025461.10196078 3438738.87450981 67656
"256" 1161471.04705882 1223811.98431373 1010610.03921569 3395893.07058824 46473
"257" 1150743.00784314 1212103.02352941 1000106.49803922 3362952.52941177 57679
"258" 1139680.61176471 1202256.00392157 989015.917647059 3330952.53333333 48205
"259" 1131997.61960784 1192918.8745098 982931.474509805 3307847.96862745 60724
"260" 1118285.1254902 1181017.21176471 969075.474509805 3268377.81176471 47220
"261" 1108463.05490196 1170761.4627451 960007.615686275 3239232.13333333 57197
"262" 1097131.52941176 1160482.64705882 948788.141176471 3206402.31764706 55666
"263" 1091278.41568627 1153778.90196079 943086.509803922 3188143.82745098 57140
"264" 1083171.4627451 1148460.11372549 934817.007843138 3166448.58431373 60667
"265" 1076713.50588235 1143564.80392157 927544.533333334 3147822.84313725 59029
"266" 1073046.94117647 1140367.74117647 923537.333333334 3136952.01568627 54544
"267" 1065674.5372549 1135650.79215686 915163.952941177 3116489.28235294 61463
"268" 1064395.39607843 1133716.76470588 914254.768627451 3112366.92941176 57036
"269" 1063043.38431372 1131092.67843137 914208.925490197 3108344.98823529 47166
"270" 1054955.19215686 1126854.84705882 906464.411764707 3088274.45098039 59388
"271" 1052820.37647059 1124833.50588235 903756.305882354 3081410.18823529 48077
"272" 1051829.45882353 1122194.48627451 902526.533333334 3076550.47843137 54851
"273" 1044655.68235294 1116339.71764706 893976.678431373 3054972.07843137 63108
"274" 1042143.18039216 1113461.11372549 890971.239215687 3046575.53333333 62431
"275" 1040955.52549019 1110689.45490196 890517.68627451 3042162.66666666 64998
"276" 1029702.80784314 1103757.11372549 880960.709803922 3014420.63137255 66442
"277" 1022653.29019608 1097976.16078431 876700.525490197 2997329.97647059 64411
"278" 1020114.27058823 1094354.44705882 876199.541176471 2990668.25882353 66903
"279" 1011304.55294118 1089792.7372549 867635.349019608 2968732.63921568 60288
"280" 1009049.07843137 1085816.58823529 867342.278431373 2962207.94509804 64750
"281" 996328.372549018 1075770.63921569 854988.305882353 2927087.31764706 64878
"282" 988196.874509803 1066336.59607843 847819.282352941 2902352.75294117 65011
"283" 977358.874509803 1057104.29803921 837315.533333334 2871778.70588235 60015
"284" 969040.737254901 1049351.66666667 831044.109803922 2849436.51372549 57714
"285" 957333.149019607 1042470.20392157 819275.364705883 2819078.71764706 67665
"286" 955265.48235294 1042187.53333333 816723.490196079 2814176.50588235 57979
"287" 954446.921568627 1042622.67058823 815679.28627451 2812748.87843137 60663
"288" 950545.964705882 1043755.58039216 810736.396078432 2805037.94117647 61842
"289" 951582.635294117 1044790.59215686 812140.905882354 2808514.13333333 61141
"290" 944570.972549019 1042060.63137255 804271.298039216 2790902.90196078 64688
"291" 938660.611764705 1040300.19215686 798194.619607844 2777155.42352941 64684
"292" 937886.470588235 1039056.19215686 798308.792156863 2775251.45490196 57809
"293" 933499.392156862 1037894.36078431 792537.356862746 2763931.10980392 63001
"294" 934847.431372549 1039598.29803921 793214.450980393 2767660.18039216 63858
"295" 935050.349019607 1041865.58823529 791850.152941177 2768766.09019608 62084
"296" 939567.258823529 1047028.4627451 795912.325490196 2782508.04705882 65659
"297" 939156.152941176 1050676.32941176 794371.54509804 2784204.02745098 63878
"298" 943022.678431372 1054044.2 797171.941176471 2794238.81960784 62876
"299" 941694.686274509 1055822.59607843 793383.176470589 2790900.45882353 65884
"300" 941694.686274509 1055822.59607843 793383.176470589 2790900.45882353 65884
