"red" "green" "blue" "tot_color" "size"
"120" 950270.117647059 860001.788235295 814166.368627452 2624438.27450981 33765
"121" 949967.549019609 859966.839215687 814341.88627451 2624276.27450981 33765
"122" 950333.760784314 860094.34509804 814040.215686275 2624468.32156863 33656
"123" 948934.34509804 860006.788235295 812510.352941177 2621451.48627451 33724
"124" 950443.894117647 860271.674509804 814040.588235295 2624756.15686275 33784
"125" 950120.639215687 860141.615686275 814518.141176471 2624780.39607843 33724
"126" 950285.023529412 860261.964705883 814451.760784314 2624998.74901961 35059
"127" 948632.898039216 859734.752941177 812529.486274511 2620897.1372549 38416
"128" 950602.709803922 860280.952941177 814459.235294118 2625342.89803922 35113
"129" 950317.227450981 860028.435294118 814442.352941177 2624788.01568628 35054
"130" 950257.88627451 859869.466666667 813799.733333334 2623927.08627451 36358
"131" 948333.705882353 859428.364705883 811931.227450981 2619693.29803922 32379
"132" 950059.549019608 859494.274509804 813655.400000001 2623209.22352941 31162
"133" 949393.082352942 859182.019607843 813542.133333334 2622117.23529412 28631
"134" 949297.501960785 858963.133333334 812977.541176471 2621238.17647059 32410
"135" 947400.654901961 858527.988235294 811116.537254903 2617045.18039216 30491
"136" 949239.278431373 858952.090196079 812845.352941177 2621036.72156863 32987
"137" 949074.65882353 858974.537254902 812679.913725491 2620729.10980392 33037
"138" 949667.447058824 859174.654901961 813262.925490197 2622105.02745098 34415
"139" 948095.549019608 858997.819607844 812082.760784314 2619176.12941177 38391
"140" 950356.470588236 859492.078431373 814372.003921569 2624220.55294118 39131
"141" 950236.231372549 859606.235294118 814517.141176471 2624359.60784314 39118
"142" 950312.027450981 859514.839215687 814093.054901961 2623919.92156863 39118
"143" 948629.368627452 859273.368627451 812888.843137256 2620791.58039216 41177
"144" 950379.235294119 859582.345098039 814080.141176471 2624041.72156863 35674
"145" 949984.17254902 859354.466666667 814231.541176471 2623570.18039216 37139
"146" 950381.670588236 859523.509803922 814237.643137256 2624142.82352941 37804
"147" 948727.709803922 859300.909803922 812704.713725491 2620733.33333333 40544
"148" 950259.082352942 859308.741176471 814072.733333334 2623640.55686275 39099
"149" 949542.313725491 859184.97254902 813930.298039216 2622657.58431373 37835
"150" 949566.819607844 859124.215686275 813215.28627451 2621906.32156863 37768
"151" 947823.913725491 858753.501960785 811597.815686275 2618175.23137255 36385
"152" 949597.031372549 859230.298039216 813107.482352942 2621934.81176471 37755
"153" 949522.88627451 859056.768627451 813535.494117648 2622115.14901961 36397
"154" 949601.066666667 859046.156862746 813152.019607844 2621799.24313726 35659
"155" 948375.623529412 859179.396078432 811686.14509804 2619241.16470588 35068
"156" 950261.505882353 859565.156862745 813396.556862746 2623223.21960784 31139
"157" 949911.388235294 859496.85882353 813721.909803922 2623130.15686275 35001
"158" 950584.290196079 859727.423529412 814245.996078432 2624557.70980392 34438
"159" 948858.760784314 859638.682352941 811977.631372549 2620475.07450981 33784
"160" 950528.415686275 859625.549019608 814016.929411765 2624170.89411765 35058
"161" 950130.062745098 859690.207843138 814232.062745099 2624052.33333333 33815
"162" 950449.341176471 859810.08627451 814142.403921569 2624401.83137255 36392
"163" 948695.525490197 859285.819607844 812732.776470589 2620714.12156863 32492
"164" 950517.521568628 859548.564705883 814196.60392157 2624262.69019608 32546
"165" 950074.756862746 859350.176470589 814330.37254902 2623755.30588235 33051
"166" 950265.25882353 859404.298039216 813816.752941177 2623486.30980392 33733
"167" 948544.070588236 859164.435294118 812520.333333334 2620228.83921569 31720
"168" 950269.2 859371.584313726 814197.556862746 2623838.34117647 37755
"169" 949924.349019608 859124.639215687 814279.929411765 2623328.91764706 34994
"170" 950270.501960785 859319.298039216 814209.776470589 2623799.57647059 37806
"171" 948693.203921569 859087.619607843 812752.243137255 2620533.06666667 36335
"172" 950331.262745099 859238.65882353 813715.317647059 2623285.23921569 34395
"173" 949829.325490197 859254.239215687 813717.737254902 2622801.30196079 37113
"174" 950255.788235295 859335.215686275 813483.113725491 2623074.11764706 35004
"175" 948591.831372549 859053.623529412 811582.894117648 2619228.34901961 37140
"176" 950643.066666667 859475.321568628 813763.282352942 2623881.67058824 33711
"177" 950298.835294118 859434.454901961 813802.019607844 2623535.30980392 35035
"178" 950490.282352942 859365.623529412 813433.439215687 2623289.34509804 46291
"179" 948834.274509804 859146.74509804 812034.662745099 2620015.68235294 35035
"180" 950799.470588236 859508.890196079 813938.843137255 2624247.20392157 35035
"181" 950562.639215687 859715.443137255 814173.278431373 2624451.36078432 37709
"182" 950877.552941177 859925.062745098 813549.239215687 2624351.85490196 33699
"183" 949651.54509804 859973.423529412 812801.400000001 2622426.36862745 33680
"184" 951521.517647059 860141.466666667 813603.34509804 2625266.32941177 31161
"185" 951084.800000001 860257.290196079 813954.784313726 2625296.87450981 33677
"186" 951356.529411765 860220.4 813648.694117648 2625225.62352941 31224
"187" 948942.443137255 859734.890196079 811206.070588236 2619883.40392157 34420
"188" 951006.129411765 860025.615686275 813406.996078432 2624438.74117647 34943
"189" 950544.435294118 859938.670588235 813534.619607844 2624017.7254902 34974
"190" 950843.639215687 859534.905882353 813519.560784314 2623898.10588235 33656
"191" 948967.576470589 859393.419607843 812090.862745099 2620451.85882353 32379
"192" 950743.713725491 859594.674509804 813148.529411765 2623486.91764706 31162
"193" 950238.890196079 859425.498039216 813119.215686275 2622783.60392157 31759
"194" 950546.349019608 859253.309803922 813091.800000001 2622891.45882353 33784
"195" 948897.627450981 859129.752941177 811498.74509804 2619526.1254902 32379
"196" 951435.309803922 859916.337254902 813335.450980393 2624687.09803922 28064
"197" 952740.741176471 860935.576470589 814893.584313726 2628569.90196079 26974
"198" 954714.121568628 861875.97254902 815525.949019608 2632116.04313726 32546
"199" 951942.925490197 860342.815686275 812623.309803922 2624909.05098039 33135
"200" 951331.4 858239.152941177 810877.921568628 2620448.4745098 35097
"201" 949363.203921569 856724.827450981 809043.423529412 2615131.45490196 36397
"202" 948280.54509804 855156.945098039 807806.505882353 2611243.99607843 37113
"203" 945617.196078432 853628.815686275 805574.219607844 2604820.23137255 41109
"204" 946175.45882353 852556.266666667 807073.349019608 2605805.07450981 36394
"205" 944725.043137255 851951.564705882 806848.635294118 2603525.24313726 33705
"206" 944654.768627452 851926.301960784 806787.423529412 2603368.49411765 31792
"207" 942513.901960785 851639.062745098 805414.4 2599567.36470588 47475
"208" 944666.576470589 852094.309803922 807233.03137255 2603993.91764706 36397
"209" 944248.796078432 852222.576470588 807658.537254902 2604129.90980392 62194
"210" 944639.341176471 852362.250980392 807363.984313726 2604365.57647059 28034
"211" 943036.117647059 852586.419607843 806065.094117648 2601687.63137255 31360
"212" 945333.419607844 852905.631372549 807814.870588236 2606053.92156863 33037
"213" 945166.262745099 852999.929411765 807944.329411765 2606110.52156863 41876
"214" 945557.101960785 853090.317647059 807923.050980393 2606570.47058824 39131
"215" 944185.57254902 853149.827450981 806702.435294118 2604037.83529412 41964
"216" 946142.200000001 853668.37254902 808363.607843138 2608174.18039216 42877
"217" 945849.239215687 853431.756862745 808018.752941177 2607299.74901961 40591
"218" 946062.341176471 853617.788235294 808070.074509804 2607750.20392157 34500
"219" 944675.125490197 853515.952941177 806695.764705883 2604886.84313726 32376
"220" 946131.521568628 853706.698039216 807321.749019608 2607159.96862745 35169
"221" 945693.098039216 853790.02745098 807529.564705883 2607012.69019608 33009
"222" 946045.133333334 853777.11372549 807702.960784314 2607525.20784314 30532
"223" 944053.77254902 853242.909803922 805564.360784314 2602861.04313726 31224
"224" 945713.494117648 853391.407843137 807284.980392157 2606389.88235294 36521
"225" 944607.690196079 853175.231372549 806325.274509804 2604108.19607843 31708
"226" 945598.537254902 853279.870588236 806862.847058824 2605741.25490196 31093
"227" 944965.152941177 853076.788235294 806561.674509804 2604603.61568628 37141
"228" 945954.850980393 853358.094117647 807001.63137255 2606314.57647059 34414
"229" 945225.768627451 853188.160784314 807179.662745098 2605593.59215686 29955
"230" 946361.792156863 853554.745098039 807696.341176471 2607612.87843137 32362
"231" 945595.333333334 853439.003921569 806672.627450981 2605706.96470588 31708
"232" 946376.882352942 853497.666666667 807321.098039216 2607195.64705882 32433
"233" 945089.415686275 853508.149019608 806367.549019608 2604965.11372549 36516
"234" 946269.462745099 853456.647058823 806980.015686275 2606706.1254902 30521
"235" 945328.376470589 853282.074509804 806094.580392157 2604705.03137255 39092
"236" 946461.121568628 853695.4 806490.760784314 2606647.28235294 35665
"237" 945523.380392158 853640.411764706 805326.870588236 2604490.6627451 33792
"238" 946418.694117648 853546.88627451 806522.34509804 2606487.9254902 36394
"239" 945387.537254903 853323.250980392 805810.105882353 2604520.89411765 35001
"240" 946253.670588236 853520.509803922 806368.48627451 2606142.66666667 36394
"241" 945226.564705883 853624.894117647 805862.490196079 2604713.94901961 37818
"242" 946641.447058824 853746.760784314 806676.180392157 2607064.3882353 46759
"243" 945862.254901961 853861.521568628 806080.815686275 2605804.59215686 34403
"244" 946754.105882354 853768.705882353 806685.97254902 2607208.78431373 33784
"245" 945335.584313726 853690.57254902 805601.262745099 2604627.41960784 33656
"246" 946410.070588236 853764.576470588 806208.364705883 2606383.01176471 27479
"247" 945434.529411765 853593.180392157 805295.964705883 2604323.67450981 45542
"248" 946826.788235295 854117.015686275 806647.545098039 2607591.34901961 36380
"249" 945900.756862746 854234.843137255 805776.498039216 2605912.09803922 34414
"250" 945974.635294118 854321.874509804 805219.698039216 2605516.20784314 36321
"251" 946172.898039216 854129.51372549 806588.509803922 2606890.92156863 35058
"252" 947433.984313726 854392.325490196 806519.870588236 2608346.18039216 37755
"253" 946682.784313726 854276.737254902 806450.992156863 2607410.51372549 40446
"254" 946756.54509804 854212.094117647 806182.392156863 2607151.03137255 40486
"255" 944679.396078432 853880.592156863 803901.847058824 2602461.83529412 36313
"256" 946339.298039216 854229.803921569 805195.709803922 2605764.81176471 33680
"257" 945671.376470589 854082.870588236 805255.921568628 2605010.16862745 37818
"258" 945975.239215687 854113.952941177 805401.721568628 2605490.91372549 35054
"259" 944213.337254902 853647.450980392 803726.447058824 2601587.23529412 39751
"260" 946314.200000001 854287.074509804 805911.317647059 2606512.59215686 40551
"261" 945776.568627452 854085.780392157 806164.262745098 2606026.61176471 37818
"262" 946090.992156863 854013.819607843 805678.54509804 2605783.35686275 40626
"263" 944516.364705883 853835.160784314 804439.94509804 2602791.47058824 41885
"264" 946134.082352942 854041.898039216 805809.650980393 2605985.63137255 43426
"265" 945516.541176471 853900.227450981 805763.168627452 2605179.9372549 41910
"266" 945987.533333334 854071.984313726 805839.74509804 2605899.2627451 44160
"267" 944371.266666667 853855.141176471 804128.498039216 2602354.90588235 45741
"268" 945963.37254902 853745.541176471 806072.654901961 2605781.56862745 43387
"269" 945574.211764706 853582.274509804 806515.431372549 2605671.91764706 43437
"270" 945754.643137255 853663.552941177 806054.737254902 2605472.93333333 40542
"271" 944236.341176471 853637.525490196 804898.701960784 2602772.56862745 44958
"272" 946616.435294118 854281.878431373 806642.329411765 2607540.64313726 41365
"273" 947064.819607844 854911.282352941 807435.890196079 2609411.99215686 39040
"274" 948447.576470589 855710.843137255 808000.101960785 2612158.52156863 37773
"275" 948044.564705883 856313.811764706 807577.160784314 2611935.5372549 37820
"276" 950586.023529412 857415.658823529 809539.533333334 2617541.21568628 36335
"277" 950215.45882353 857535.270588236 809868.764705883 2617619.49411765 35726
"278" 949550.231372549 857388.788235294 809939.905882354 2616878.9254902 36397
"279" 947261.678431373 857033.607843138 809143.023529412 2613438.30980392 38409
"280" 947914.721568628 856859.764705883 809659.25882353 2614433.74509804 37171
"281" 948229.541176471 857368.321568628 810442.956862746 2616040.81960785 36380
"282" 949880.890196079 858402.462745098 811030.815686275 2619314.16862745 42005
"283" 948762.274509805 858680.91372549 810184.588235295 2617627.77647059 40553
"284" 951114.819607844 859362.341176471 812411.486274511 2622888.64705883 39905
"285" 950525.403921569 859338.360784314 812916.843137256 2622780.60784314 37709
"286" 950850.082352942 859397.811764706 812767.247058824 2623015.14117647 35746
"287" 949293.380392157 859193.211764706 811747.619607844 2620234.21176471 38441
"288" 951433.560784314 859865.698039216 813470.694117648 2624769.95294118 40567
"289" 950817.066666667 859691.803921569 813591.050980392 2624099.92156863 36343
"290" 951314.011764706 859847.592156863 813541.917647059 2624703.52156863 36392
"291" 949821.498039216 859697.803921569 812312.784313726 2621832.08627451 36385
"292" 951609.074509804 859917.074509804 813740.356862746 2625266.50588235 40567
"293" 951143.513725491 860077.741176471 813957.478431373 2625178.73333333 41876
"294" 951494.168627451 860256.780392157 813835.192156863 2625586.14117647 34999
"295" 949699.905882353 860036.407843138 812517.223529412 2622253.5372549 34282
"296" 951749.396078432 860660.733333334 814080.800000001 2626490.92941177 37134
"297" 951701.77254902 860979.521568628 814134.494117648 2626815.7882353 37778
"298" 952287.349019608 861067.88627451 814545.94509804 2627901.18039216 33699
"299" 950951.482352942 861086.537254902 813592.070588236 2625630.09019608 34500
"300" 950951.482352942 861086.537254902 813592.070588236 2625630.09019608 34500
